Name,LastName,ScholarID,ScopusID,NameEn,Affiliation,Email,Citation,ImagePath
احسان,یوسفی,Z5j6e9kAAAAJ,57219112452,Ehsan Yousefi,PhD student in Microbiology  Isfahan University,sci.ui.ac.ir,220,img\Ehsan Yousefi-Z5j6e9kAAAAJ.jpg
یونس,دوستیان,lVFTXooAAAAJ,57192436508,Younes Doostian,Assistant Professor  University of Isfahan,edu.ui.ac.ir,220,img\Younes Doostian-lVFTXooAAAAJ.jpg
مهران,ستاری,0vzcH8EAAAAJ,8321326900,Mehran Satari,university of Isfahan,eng.ui.ac.ir,218,img\Mehran Satari-0vzcH8EAAAAJ.jpg
علی,صادقی,JupFrocAAAAJ,7005114424,Ali Sadeghi,Assistant Professor  Faculty of Geographical Sciences and Planning  University of Isfahan â€¦,geo.ui.ac.ir,217,img\Ali Sadeghi-JupFrocAAAAJ.jpg
مژگان,انتظاری,cckZ4IAAAAAJ,36618597400,mojgan entezari,Associate professor of geomorphology  university of Isfahan,geo.ui.ac.ir,214,img\mojgan entezari-cckZ4IAAAAAJ.jpg
حمیدرضا,سلیمی مقدم,lPZeD6kAAAAJ,26534920800,Hamid Reza Salimi Moghaddam,Associate Professor  University of Isfahan,sci.ui.ac.ir,213,img\Hamid Reza Salimi Moghaddam-lPZeD6kAAAAJ.jpg
سیدعلی,سیادت,tdMnm-oAAAAJ,55339203000,Sayed Ali Siadat,Professor  Department of Education  University of Isfahan,edu.ui.ac.ir,213,img\Sayed Ali Siadat-tdMnm-oAAAAJ.jpg
عطاء اله,ساری,99gw1C4AAAAJ,55990720400,Ataallah Sari,Chemical Engineering Department  Faculty of Engineering  University of Isfahan  Isfahan â€¦,eng.ui.ac.ir,211,img\Ataallah Sari-99gw1C4AAAAJ.jpg
منیره,رفعت,wIHQDbkAAAAJ,57199693212,monireh rafat,associated professor  department of economic  university of isfahan,ase.ui.ac.ir,209,img\monireh rafat-wIHQDbkAAAAJ.jpg
محسن,خسروی,tfibm3cAAAAJ,36026605900,Mohsen Khosravi,University of Isfahan,ast.ui.ac.ir,209,img\Mohsen Khosravi-tfibm3cAAAAJ.jpg
شهرام,هادیان جزی,JGhbXRIAAAAJ,24341229000,Shahram Hadian Jazi,Assistant Professor  Department of Mechanical Engineering  University of Isfahan,eng.ui.ac.ir,207,img\Shahram Hadian Jazi-JGhbXRIAAAAJ.jpg
مجید,منتظری,6u-wfNgAAAAJ,57212102594,Majid Montazeri,Associate Professor in Climatology  University of Isfahan  Iran,geo.ui.ac.ir,207,img\Majid Montazeri-6u-wfNgAAAAJ.jpg
علیرضا,شرفشاه,UjImGBcAAAAJ,57190340220,Alireza Sharafshah,Ph.D. Isfahan University,sci.ui.ac.ir,206,img\Alireza Sharafshah-UjImGBcAAAAJ.jpg
حمیدرضا,کریمی علویجه,AvxFvUAAAAAJ,23485193000,Hamidreza Karimi-Alavijeh,ظگUniversity of Isfahan,eng.ui.ac.ir,204,img\Hamidreza Karimi-Alavijeh-AvxFvUAAAAAJ.jpg
علیرضا,دستان,cNS0C0IAAAAJ,36126014900,Alireza Dastan,Assistant Professor  Mechanical Engineering Department  University of Isfahan,eng.ui.ac.ir,202,img\Alireza Dastan-cNS0C0IAAAAJ.jpg
مجتبی,کمانی,lgX6ihEAAAAJ,57199723579,Mojtaba kamani,PhD of Engineering Geology  University of Isfahan,sci.ui.ac.ir,202,img\Mojtaba kamani-lgX6ihEAAAAJ.jpg
کمال,شاه طالبی,QGD21NkAAAAJ,6505811573,Kamal Shahtalebi,Associate Professor  University of Isfahan,eng.ui.ac.ir,201,img\Kamal Shahtalebi-QGD21NkAAAAJ.jpg
ولی,رضایی,UnwA9On3rQAC,55312558400,Vali Rezai,Associate Professor  University of Isfahan,fgn.ui.ac.ir,200,img\Vali Rezai-UnwA9On3rQAC.jpg
زهرا,سوری,ibA9vEEAAAAJ,57446217100,zahra souri,Assistant Professor of Cell and Molecular Biology at University of Isfahan,bio.ui.ac.ir,198,img\zahra souri-ibA9vEEAAAAJ.jpg
سید مرتضی,جوادی راد,z8vA3ZAAAAAJ,57186651800,Seyed-Morteza Javadirad,Assistant Professor of Molecular Genetics  University of Isfahan  Isfahan  Iran,sci.ui.ac.ir,198,img\Seyed-Morteza Javadirad-z8vA3ZAAAAAJ.jpg
نعمت اله,اکبری,stKMLXQAAAAJ,57225184884,nematollah akbari,. Professor  Dept. of Economics  University of Isfahan  n_akbari@ase.ui.ac.ir,ase.ui.ac.ir,198,img\nematollah akbari-stKMLXQAAAAJ.jpg
امین,اعتمادی بروجنی,LJZnj8kAAAAJ,56497053000,Amin Eatemadyboroujeni,Ph.D  University of Isfahan,spr.ui.ac.ir,191,img\Amin Eatemadyboroujeni-LJZnj8kAAAAJ.jpg
مریم,حسینی پزوه,L4rnhHUAAAAJ,57076760900,maryam hosseini-pozveh,Shahreza Campus  University of Isfahan,shr.ui.ac.ir,191,img\maryam hosseini-pozveh-L4rnhHUAAAAJ.jpg
سید محسن,طباطبائی منش,Tyg2v3kAAAAJ,55452253400,Seyed Mohsen Tabatabaei Manesh,Associate professor petrology  University of Isfahan,sci.ui.ac.ir,190,img\Seyed Mohsen Tabatabaei Manesh-Tyg2v3kAAAAJ.jpg
سپهر,طباطبائی,cvxvbhUAAAAJ,55387310900,S. Sepehr Tabatabaei,University of Isfahan,shr.ui.ac.ir,189,img\S. Sepehr Tabatabaei-cvxvbhUAAAAJ.jpg
محمدرضا,نیستانی,9RRGSyIAAAAJ,57200446958,Mohammad Reza Neyestani,Educational Science  Associate Professor  University of Isfahan,edu.ui.ac.ir,189,img\Mohammad Reza Neyestani-9RRGSyIAAAAJ.jpg
سیدباقر,فاطمی,Dvsnvg8AAAAJ,56581482700,Sayyed Bagher Fatemi,Assisstant Professor of Remote Sensing  University of Isfahan,eng.ui.ac.ir,188,img\Sayyed Bagher Fatemi-Dvsnvg8AAAAJ.jpg
مجید,غیاث,YPGdl3YAAAAJ,37020001600,Majid Ghias,Head of Health Center of Isfahan University,geo.ui.ac.ir,188,img\Majid Ghias-YPGdl3YAAAAJ.jpg
سیداشکان,ابراهیمی,e_NAp14AAAAJ,55432849900,Seyyed Ashkan Ebrahimi,University of Isfahan,eng.ui.ac.ir,187,img\Seyyed Ashkan Ebrahimi-e_NAp14AAAAJ.jpg
لیلا,مقتدایی خوراسگانی,FKOZsXMAAAAJ,55339333800,leila moghtadaie,professor of sciences of Education University of Isfahan,edu.ui.ac.ir,185,img\leila moghtadaie-FKOZsXMAAAAJ.jpg
میثم,تدین,TljI3woAAAAJ,57199408217,Meisam Tadayon,Assistant professor of geology  Department of Geology   University of Isfahan,sci.ui.ac.ir,185,img\Meisam Tadayon-TljI3woAAAAJ.jpg
امین اله,واعض,zTmykrEAAAAJ,55523465800,Dr. Aminollah Vaez,Faculty of Physics  University of Isfahan,phys.ui.ac.ir,184,img\Dr. Aminollah Vaez-zTmykrEAAAAJ.jpg
مریم,شکوهی,GyV1ROgAAAAJ,57197291600,Maryam Shokouhi,PhD in analytical chemistry  Isfahan university  Universitأ© Claude Bernard Lyon 1,sci.ui.ac.ir,183,img\Maryam Shokouhi-GyV1ROgAAAAJ.jpg
مهری,شمس قهفرخی,fs5xD9AAAAAJ,57823569300,Mehri Shams Ghahfarokhi,Assistant Professor  University of Isfahan,ltr.ui.ac.ir,182,img\Mehri Shams Ghahfarokhi-fs5xD9AAAAAJ.jpg
علی,امیدی,F70iCB0AAAAJ,57301975100,Ali Omidi,Associate Professor of IR  Dept. of Political Science  University of Isfahan,ase.ui.ac.ir,181,img\Ali Omidi-F70iCB0AAAAJ.jpg
ابراهیم,زارعی زفره,ZICL7EEAAAAJ,48663278900,Ebrahim Zarei Zefreh,Department of Computer Science  Khansar Campus  University of Isfahan  Iran,khc.ui.ac.ir,181,img\Ebrahim Zarei Zefreh-ZICL7EEAAAAJ.jpg
احسان,اکرامیان,rwrMb_oAAAAJ,55315101100,Ehsan Ekramian,University of Isfahan,eng.ui.ac.ir,180,img\Ehsan Ekramian-rwrMb_oAAAAJ.jpg
محمدرضا,شعرباف,yP5OzHkAAAAJ,57192280508,Mohammadreza Sharbaf,Assistant Professor of Software Engineering  University of Isfahan,eng.ui.ac.ir,180,img\Mohammadreza Sharbaf-yP5OzHkAAAAJ.jpg
محسن,رنانی,0MWpfQoAAAAJ,57222873396,Mohsen Renani,Professor of Economics  Department of Economics  University of Isfahan,ase.ui.ac.ir,180,img\Mohsen Renani-0MWpfQoAAAAJ.jpg
آرش,شفیعی,yQ5UjtkAAAAJ,57196570241,A. Shafiei,University of Isfahan,comp.ui.ac.ir,179,img\A. Shafiei-yQ5UjtkAAAAJ.jpg
حسین,ماهوش محمدی,qcZIAA4AAAAJ,57191917566,Hossein Mahvash Mohammadi,Assistant Professor  Computer engineering Department  University of Isfahan,eng.ui.ac.ir,178,img\Hossein Mahvash Mohammadi-qcZIAA4AAAAJ.jpg
پریسا,ربیعی,bYZdLa0AAAAJ,57195365520,Parisa Rabiei,Department of Biotechnology  Faculty of Advanced Sciences and Technologies  University â€¦,ast.ui.ac.ir,178,img\Parisa Rabiei-bYZdLa0AAAAJ.jpg
احمدعلی,آصفی,4TuiKA0AAAAJ,57215905101,Ahmadali Asefi,Assistant Professor of Sport Management at University of Isfahan,spr.ui.ac.ir,178,img\Ahmadali Asefi-4TuiKA0AAAAJ.jpg
احمدرضا,جعفریان مقدم,mkS4r9IAAAAJ,36337617200,Ahmad Reza Jafarian Moghaddam,Assistant Prof.  Faculty of Civil Engineering and Transportation  University of Isfahan  Isfahan,trn.ui.ac.ir,177,img\Ahmad Reza Jafarian Moghaddam-mkS4r9IAAAAJ.jpg
نوشین,موحدیان,ffkmRWYAAAAJ,29867606800,Nooshin Movahedian,Associate Professor of Mathematics  University of Isfahan,sci.ui.ac.ir,175,img\Nooshin Movahedian-ffkmRWYAAAAJ.jpg
بیژن,شوشتریان,imePdlEAAAAJ,6508031639,Bijan Shoushtarian,Assistant Professor  University of Isfahan,eng.ui.ac.ir,171,img\Bijan Shoushtarian-imePdlEAAAAJ.jpg
محمد,زارع جونقانی,4E-ZgbsAAAAJ,46462105000,mohammad zareh jonaghani,University of Isfahan,sci.ui.ac.ir,170,img\mohammad zareh jonaghani-4E-ZgbsAAAAJ.jpg
زهرا,خیر,vg58W4cAAAAJ,57201075524,zahra khayyer,University of Isfahan,edu.ui.ac.ir,167,img\zahra khayyer-vg58W4cAAAAJ.jpg
جابر,علویون,dvMHv2IAAAAJ,57191609249,Jaber Alavion,University of Isfahan,geo.ui.ac.ir,166,img\Jaber Alavion-dvMHv2IAAAAJ.jpg
سمیه,اشرفی,zd2GlwgAAAAJ,36679857600,Somayeh Ashrafi,Assistant Professor of Statistics  University of Isfahan,sci.ui.ac.ir,165,img\Somayeh Ashrafi-zd2GlwgAAAAJ.jpg
بهزاد,شیرانی,0mkoNDsAAAAJ,57204511866,Behzad Shirani,PhD Candidate  University of Isfahan,eng.ui.ac.ir,164,img\Behzad Shirani-0mkoNDsAAAAJ.jpg
رضا,همتی,VHlWDEcAAAAJ,57205753563,Reza Hemmati,University of Isfahan,ltr.ui.ac.ir,164,img\Reza Hemmati-VHlWDEcAAAAJ.jpg
علی,منصوری,#NAME?,31767636800,Ali Mansouri,University of Isfahan,edu.ui.ac.ir,163,img\Ali Mansouri--bXZc94AAAAJ.jpg
مرتضی,نورائی,xzYiJCgAAAAJ,26327013200,Morteza Nouraei,University of Isfahan,ltr.ui.ac.ir,161,img\Morteza Nouraei-xzYiJCgAAAAJ.jpg
هادی,تابع الحجه,dd8X_HgAAAAJ,56513995000,Hadi Tabealhojeh,PhD candidate  university of Isfahan,eng.ui.ac.ir,160,img\Hadi Tabealhojeh-dd8X_HgAAAAJ.jpg
حمیدرضا,پاکزاد,#NAME?,58514415500,hamid-reza pakzad,professor of Geology  Isfahan university  Iran,sci.ui.ac.ir,158,img\hamid-reza pakzad--P92Q2QAAAAJ.jpg
میترا,پشوتنی زاده,j5mcDfUAAAAJ,36350332200,Mitra Pashootanizadeh,University of Isfahan,edu.ui.ac.ir,156,img\Mitra Pashootanizadeh-j5mcDfUAAAAJ.jpg
ناهید,اکرمی,NyGJBeIAAAAJ,54892091800,Nahid Akrami,Assistant Professor of psychology  University of Isfahan,edu.ui.ac.ir,156,img\Nahid Akrami-NyGJBeIAAAAJ.jpg
فریبا,شاکر,iHxVpekAAAAJ,57189217355,Fariba Shaker,University of Isfahan,eng.ui.ac.ir,155,img\Fariba Shaker-iHxVpekAAAAJ.jpg
زهرا,اعلمی نیا,10pwTPgAAAAJ,55651585800,Zahra Alaminia,Associate professor of Economic Geology  University of Isfahan,sci.ui.ac.ir,154,img\Zahra Alaminia-10pwTPgAAAAJ.jpg
بابک,بیک زاده,UGkqeSsAAAAJ,55839115800,Babak Beikzadeh,University of Isfahan,bio.ui.ac.ir,153,img\Babak Beikzadeh-UGkqeSsAAAAJ.jpg
حمید,حقیقی,_Vnn4g4AAAAJ,59241423000,Hamid Haghighi,PhD student at Esfahan University,edu.ui.ac.ir,152,img\Hamid Haghighi-_Vnn4g4AAAAJ.jpg
مهدی,زندی,VBzEMbMAAAAJ,56673950000,Mahdi Zandi,Assistant Professor  University of Isfahan,eng.ui.ac.ir,152,img\Mahdi Zandi-VBzEMbMAAAAJ.jpg
معصومه,قربانی,pCktRtIAAAAJ,57130205900,Masoomeh Ghorbani,PhD  Chemical Engineering  University of Isfahan  Isfahan  Iran,eng.ui.ac.ir,152,img\Masoomeh Ghorbani-pCktRtIAAAAJ.jpg
قاسم,نوروزی,X429AxMAAAAJ,‏‪00 00000286247818‬‏,Dr Ghasem Norouzi,Department of Psychology and Education of People with Special Needs  Faculty of â€¦,edu.ui.ac.ir,151,img\Dr Ghasem Norouzi-X429AxMAAAAJ.jpg
محمدعماد,مطیعیان نجار,xsqIBdAAAAAJ,57201116682,Mohammad Emad Motieyan Najar,Asst. Professor of Railway Engineering and Transportation  University of Isfahan,eng.ui.ac.ir,150,img\Mohammad Emad Motieyan Najar-xsqIBdAAAAAJ.jpg
محمودرضا,چنگیزیان,kwSbuTYAAAAJ,57196393409,mahmudreza changizian,Assistant Professor  University of Isfahan,cet.ui.ac.ir,150,img\mahmudreza changizian-kwSbuTYAAAAJ.jpg
علی,دهنوی,rpPuzdYAAAAJ,57194472915,Ali Dehnavi,Assistant professor  University of Isfahan,eng.ui.ac.ir,149,img\Ali Dehnavi-rpPuzdYAAAAJ.jpg
علی,مراد زاده دهکردی,oDycqK0AAAAJ,49361939400,Ali Moradzadeh-Dehkordi,Associate Professor of Shahreza Campus  University of Isfahan,shr.ui.ac.ir,148,img\Ali Moradzadeh-Dehkordi-oDycqK0AAAAJ.jpg
مریم,کشوری,LzT2pvsAAAAJ,59094090200,Mariam Keshvari,Assistant professor at University of Isfahan,edu.ui.ac.ir,147,img\Mariam Keshvari-LzT2pvsAAAAJ.jpg
سیمین دخت,کلنی,5WOavCMAAAAJ,57196023814,Simindokht Kalani,Assistant professor- University of Isfahan,edu.ui.ac.ir,145,img\Simindokht Kalani-5WOavCMAAAAJ.jpg
حسین,مختاری هشی,YqC8Qa8AAAAJ,57209206695,Hossein Mokhtari Hashi,University of Isfahan,geo.ui.ac.ir,142,img\Hossein Mokhtari Hashi-YqC8Qa8AAAAJ.jpg
رسول,بخشی دستجردی,Kxcfp5UAAAAJ,36678832700,rasul bakhshi dastjerdi,Associate Professor of Economics  University of Isfahan,ase.ui.ac.ir,142,img\rasul bakhshi dastjerdi-Kxcfp5UAAAAJ.jpg
روح الله ,عباسی,jCdR-6MAAAAJ,24464352500,Roohollah Abbasi  PhD,University of Isfahan,bio.ui.ac.ir,141,img\Roohollah Abbasi  PhD-jCdR-6MAAAAJ.jpg
جعفر,الماسی زاده,YVvhGGgAAAAJ,26029742700,Jaafar Almasizadeh,University of Isfahan,sci.ui.ac.ir,141,img\Jaafar Almasizadeh-YVvhGGgAAAAJ.jpg
محمدرضا,بوشاق,MqJXOqoAAAAJ,,Mohammad Reza Bosshaq,Department of Geography & Rural Planning  University of Isfahan,geo.ui.ac.ir,138,img\Mohammad Reza Bosshaq-MqJXOqoAAAAJ.jpg
معین,دهباشی,CaUq38UAAAAJ,57188875534,Moein Dehbashi (ORCID iD: 0000-0002-3422-4550),PhD of Molecular Genetics  University of Isfahan,sci.ui.ac.ir,138,img\Moein Dehbashi (ORCID iD: 0000-0002-3422-4550)-CaUq38UAAAAJ.jpg
مرتضی,هاشمی,RKCAZOUAAAAJ,57189058394,Morteza Hashemi,Associate Professor of Engineering geology  University of Isfahan,sci.ui.ac.ir,138,img\Morteza Hashemi-RKCAZOUAAAAJ.jpg
ملیحه,براهویی,4F3ahYwAAAAJ,57190404408,Maliheh Barahoei,Department of Chemical Engineering  Faculty of Engineering  University of Isfahan  Isfahan â€¦,eng.ui.ac.ir,138,img\Maliheh Barahoei-4F3ahYwAAAAJ.jpg
مریم,رجا,z2WGfisAAAAJ,,Maryam Raja,University of Isfahan,sci.ui.ac.ir,137,img\Maryam Raja-z2WGfisAAAAJ.jpg
سهیل,شیخ فخرالدینی,TQJa7tgAAAAJ,57205750718,Soheil S Fakhradini,PhD Student of Mechanical engineering  University of Isfahan,eng.ui.ac.ir,135,img\Soheil S Fakhradini-TQJa7tgAAAAJ.jpg
ناهید,فرضی,nhM-ybIAAAAJ,7801566910,N. Farzi,University of Isfahan,sci.ui.ac.ir,133,img\N. Farzi-nhM-ybIAAAAJ.jpg
جواد,راستی,CyLuCbMAAAAJ,39162023000,Javad Rasti,Assistant Professor of Biomedical Engineering  University of Isfahan,eng.ui.ac.ir,131,img\Javad Rasti-CyLuCbMAAAAJ.jpg
محمد,واعظ برزانی,Rc6JNK0AAAAJ,,Mohammad Vaez Barzani,Associate Professor  Department of Economics University of Isfahan  Isfahan  Iran,ase.ui.ac.ir,131,img\Mohammad Vaez Barzani-Rc6JNK0AAAAJ.jpg
مقداد,قاری,FsuiTj8AAAAJ,55352083900,Meghdad Ghari,University of Isfahan,ltr.ui.ac.ir,130,img\Meghdad Ghari-FsuiTj8AAAAJ.jpg
زینب,رضایی,P3W6ZSYAAAAJ,56001040300,Zeinab Rezaee,Department of Physical Education and Sport Science  University of Isfahan  Isfahan  Iran,spr.ui.ac.ir,130,img\Zeinab Rezaee-P3W6ZSYAAAAJ.jpg
عرفان,نقشی,CivPuL0AAAAJ,56344742200,Erfan Naghsh (Ph.D Eng),Electrical and Biomedical Engineering  University of Isfahan  Ryerson University,eng.ui.ac.ir,125,img\Erfan Naghsh (Ph.D Eng)-CivPuL0AAAAJ.jpg
زهرا,عسگری,8ORTlSQAAAAJ,57189997704,Zahra Asgari,Phd of Counseling Psychology  University of Isfahan,edu.ui.ac.ir,123,img\Zahra Asgari-8ORTlSQAAAAJ.jpg
سعید,وحدتی,YGf0HwkAAAAJ,23494264500,Saeed Vahdati ,Assistant Professor  University of Isfahan,khc.ui.ac.ir,122,img\Saeed Vahdati -YGf0HwkAAAAJ.jpg
جلیل,عباس پور,M6TPoq32wqIC,57191821558,Jalil Abbaspour,University of Isfahan,sci.ui.ac.ir,121,img\Jalil Abbaspour-M6TPoq32wqIC.jpg
محسن,وحدانی,M0_Xv_4AAAAJ,58952859100,Mohsen Vahdani,Assistant Professor of Sport Management  Faculty of Sport Sciences university of Isfahan,spr.ui.ac.ir,121,img\Mohsen Vahdani-M0_Xv_4AAAAJ.jpg
مریم,شاه سیاه,_7e7yZgAAAAJ,54584331000,maryam shahsiah,Department of Mathematics  Khansar Campus  University of Isfahan  Isfahan  Iran,khc.ui.ac.ir,120,img\maryam shahsiah-_7e7yZgAAAAJ.jpg
ثریا,معمار,Iexy1kgAAAAJ,56005329800,Soraya Memar,Associate professor of university of Isfahan,ltr.ui.ac.ir,119,img\Soraya Memar-Iexy1kgAAAAJ.jpg
فرخنده السادات,سجادی,KTL60jsAAAAJ,55342852100,Farkhondeh Alsadat Sajadi,Department of Statistics  Faculty of Mathematics and Statistics University of Isfahan,sci.ui.ac.ir,118,img\Farkhondeh Alsadat Sajadi-KTL60jsAAAAJ.jpg
داریوش,محمدی زنجیرانی,sD1hLjkAAAAJ,57191977183,Dariush Mohamadi Zanjirani,Associate professor Department of Management university of Isfahan,ase.ui.ac.ir,117,img\Dariush Mohamadi Zanjirani-sD1hLjkAAAAJ.jpg
نفیسه,امامی,LO2BMIMAAAAJ,57352415500,Nafiseh Emami,Department of Chemical Engineering  Faculty of Engineering  Isfahan university,eng.ui.ac.ir,116,img\Nafiseh Emami-LO2BMIMAAAAJ.jpg
محبوبه,توکل,rNiFoncAAAAJ,57188671102,Mahbube Tavakol,University of Isfahan,fgn.ui.ac.ir,115,img\Mahbube Tavakol-rNiFoncAAAAJ.jpg
عاطفه,خوش فطرت,BfXxRBwAAAAJ,57216259174,Atefeh khoshfetrat,Student of Isfahan university,ase.ui.ac.ir,115,img\Atefeh khoshfetrat-BfXxRBwAAAAJ.jpg
مرتضی,محمدی استانی,oh23d30AAAAJ,57204127968,Morteza Mohammadi Ostani,Assistant Professor  Departement of Knowledge and Information Science  University of â€¦,edu.ui.ac.ir,114,img\Morteza Mohammadi Ostani-oh23d30AAAAJ.jpg
رزیتا,مویدفر,O2uX6xoAAAAJ,57063190700,Rozita Moayedfar,Associate professor  Department of Economics  University of Isfahan,ase.ui.ac.ir,113,img\Rozita Moayedfar-O2uX6xoAAAAJ.jpg
کاظم,یاری زاده,HCc75uMAAAAJ,57211013840,Kazem Yarizadeh,Ph.D  nanobiotechnology  Isfahan university ,ast.ui.ac.ir,112,img\Kazem Yarizadeh-HCc75uMAAAAJ.jpg
پگاه,همدانی,BFFHQXsAAAAJ,37118674000,pegah hamedani,Assistant Professor  Department of Railway Engineering  University of Isfahan,eng.ui.ac.ir,112,img\pegah hamedani-BFFHQXsAAAAJ.jpg
فاطمه,اسماعیلی,h6vp6bkAAAAJ,57216854830,Fatemeh Esmaeili,PhD student of Electrical Engineering  University of Isfahan,eng.ui.ac.ir,112,img\Fatemeh Esmaeili-h6vp6bkAAAAJ.jpg
بابک,شیرانی,4Wni6AgAAAAJ,57188663549,babak shirani,University of Isfahan,ast.ui.ac.ir,110,img\babak shirani-4Wni6AgAAAAJ.jpg
محسن,طاهری دمنه,baTX71UAAAAJ,57327791100,Mohsen Taheri Demneh,Assistant Professor of Foresight  University of Isfahan,ast.ui.ac.ir,110,img\Mohsen Taheri Demneh-baTX71UAAAAJ.jpg
حسین,دلاوری پور,T0Hr1b0AAAAJ,54883887200,hossein delavaripour,university of Isfahan,eng.ui.ac.ir,108,img\hossein delavaripour-T0Hr1b0AAAAJ.jpg
حسین,هرسیج,puusU0oAAAAJ,55568420600,Hossein Harsij,Professor  Department of Political Sciences  University of Isfahan,ase.ui.ac.ir,108,img\Hossein Harsij-puusU0oAAAAJ.jpg
محبوبه,حاجی علی,exFy0GwAAAAJ,57225148065,Mahboube Hajiali,PhD  Chemical Engineering  Faculty of Engineering  University of Isfahan  Isfahan  Iran,eng.ui.ac.ir,106,img\Mahboube Hajiali-exFy0GwAAAAJ.jpg
احسام,مهدوی,r8hSMvkAAAAJ,57056141900,Ehsan Mahdavi,University of Isfahan,comp.ui.ac.ir,105,img\Ehsan Mahdavi-r8hSMvkAAAAJ.jpg
لیلا,ترکی,G6CZRdoAAAAJ,55823914000,leila torki,Associate Professor of Economics  Department of Economics  University of Isfahan,ase.ui.ac.ir,105,img\leila torki-G6CZRdoAAAAJ.jpg
زبیده,دهقان منشادی,q00LLU8AAAAJ,57218702246,Zobeydeh Dehghan Manshadi,PhD in psychology  University of Isfahan  Isfahan  Iran. Zobeydemanshadi@gmail.com,edu.ui.ac.ir,104,img\Zobeydeh Dehghan Manshadi-q00LLU8AAAAJ.jpg
حامد,نوروزی,FOgwdPYAAAAJ,56333788100,Hamed Norouzi,Assistant Professor of Railway Engineering  University of Isfahan,eng.ui.ac.ir,103,img\Hamed Norouzi-FOgwdPYAAAAJ.jpg
حمید,تقی یار,5MKqTBIAAAAJ,57126189700,Hamid Taghiyar,Ph.D. in inorganic chemistry  University of Isfahan,sci.ui.ac.ir,103,img\Hamid Taghiyar-5MKqTBIAAAAJ.jpg
مریم,داوری شلمزاری,blCi6iMAAAAJ,57217490159,Maryam Davari Shalamzari,Master student of Physics  University of Isfahan,sci.ui.ac.ir,103,img\Maryam Davari Shalamzari-blCi6iMAAAAJ.jpg
غلام حسین,کیانی,xcrbWtsAAAAJ,57807823800,gholamhossain kiani,Associate Professor  University of Isfahan,ase.ui.ac.ir,103,img\gholamhossain kiani-xcrbWtsAAAAJ.jpg
محسن,علمبردار میبدی,wEiyRYwAAAAJ,56711293200,Mohsen Alambardar Meybodi,University of Isfahan,sci.ui.ac.ir,101,img\Mohsen Alambardar Meybodi-wEiyRYwAAAAJ.jpg
جواد,نعمت اللهی,lLmTCisAAAAJ,56703028800,Javad Nematollahi,University of Isfahan,sci.ui.ac.ir,101,img\Javad Nematollahi-lLmTCisAAAAJ.jpg
محسن,میوه چی,_68LfugAAAAJ,56685630600,mohsen mivehchy,professor of university of isfahan,eng.ui.ac.ir,99,img\mohsen mivehchy-_68LfugAAAAJ.jpg
سید امیرمحمد,خطیبی,YHRbhfwAAAAJ,57205492490,seyed Amir Mohammad khatibi,Industrial Management Isfahan University  Iran,ase.ui.ac.ir,99,img\seyed Amir Mohammad khatibi-YHRbhfwAAAAJ.jpg
سیدعلی,هاشمیان فر,YwFd8ykAAAAJ,56724148900,seyedali hashemianfar,Associate Professor  Department of Social Sciences  University of Isfahan  Isfahan  Iran,ltr.ui.ac.ir,99,img\seyedali hashemianfar-YwFd8ykAAAAJ.jpg
نگین,سیاف,Rb6TunYAAAAJ,57191477607,Negin Sayyaf,Assistant Professor  Department of Electrical Engineering  University of Isfahan,eng.ui.ac.ir,98,img\Negin Sayyaf-Rb6TunYAAAAJ.jpg
مهدی,شیخی,2iV59sEAAAAJ,57220834879,Mehdi Sheikhi,Postdoctoral Fellow  Polymer Chemistry Department  University of Isfahan,sci.ui.ac.ir,98,img\Mehdi Sheikhi-2iV59sEAAAAJ.jpg
فرشاد,آقابزرگی,p3oiNgkAAAAJ,57200964995,Farshad Aghabozorgi,University of Isfahan,eng.ui.ac.ir,97,img\Farshad Aghabozorgi-p3oiNgkAAAAJ.jpg
نرگس,حمیدیان,eRzI9nEAAAAJ,,Narges Hamidian,Assistant Professor of Accounting  Department of Accounting  University of Isfahan.,ase.ui.ac.ir,95,img\Narges Hamidian-eRzI9nEAAAAJ.jpg
